ID,Plasma1,Plasma2
3200,0.10573870504969839,-0.06791131488888798
3202,-0.4539057895447178,0.3552663168615536
3204,-0.3319368270018345,0.306431383458735
3206,-0.3764056895209053,0.307209547339881
3209,-0.018450462386508236,-0.07259470463379693
3210,0.08914902651311793,-0.06368655778586066
3211,0.10123111145385211,-0.07408529975494015
3212,0.15473873310098288,-0.11962579511649168
3214,0.04448489335189525,-0.027940089267326416
3216,2.707261437493093,-2.6438878147966585
3217,-0.4271113697340392,0.43882214686802223
3220,0.08365264214545823,-0.21001257547062105
3221,0.17222868193608856,-0.12679255140589413
3224,2.3677511597605694,-2.292465688997284
3225,-0.12443196909206163,0.055757146250334066
3226,0.20786536242409953,-0.15538138675531252
3227,0.21846996095587312,-0.17434387017036343
3228,0.177998421986333,-0.13603274716324687
3229,-4.432284107221169,3.936305210765298
3231,0.05075453794494185,-0.05329767368881288
3232,0.22412522290684883,-0.18282181169500697
3234,-0.4695058673102265,0.41834541216112847
3235,0.14468028186599743,-0.10671354142451667
3236,-0.4555759948053847,0.37512480117710206
3238,0.13195007553255267,-0.08778619800754868
3240,3.108337788753904,-3.191505057167116
3241,0.28918745773073534,-0.2554080293285703
3243,0.22455601768928782,-0.32413503291047757
3244,0.42347862285227017,-0.3725482377195296
3248,1.5920531606867434,-1.6041090341365518
3251,4.0447008354763145,-3.740473732344476
3252,0.15095467069040333,-0.11247531329924332
3253,-0.49042196595886217,0.42325020324152546
3254,-0.731313494720583,0.6593068399508991
3257,0.17470716026446909,-0.13427353341250417
3258,-0.06773801819588471,0.03355977262614082
3260,-1.9553533286039324,1.6648211529998374
3261,0.047208653128736,0.029129193151969168
3262,0.13011727982177143,-0.1018677384600848
3265,0.15530880284479945,-0.10876133125005841
3266,-0.555956973176002,0.5507366610337583
3269,0.040398625859076755,-0.023520002522880307
3271,0.1760852466637311,-0.15278716997181055
3272,0.19335675852709777,-0.14146324779307837
3273,0.03806566610114558,0.023786874320523173
3275,0.2666279421868923,-0.2121630610171116
3276,-1.51114499403029,1.7706924938333
3277,-0.2653308386826032,0.21905644733861834
3278,0.11118122357776898,-0.08376206671547333
3279,0.12320295051518944,-0.09691633375513957
3280,0.21950525303152685,-0.15856238860529875
3282,0.14160123093843044,-0.10320401033887518
3284,0.0837087582683589,-0.04806619818601333
3285,0.67976464676423,-0.9016688984468318
3286,0.12413600800782894,-0.0870561217144419
3287,-0.5027467230896293,0.46544828308472685
3290,0.08187636134780851,0.06399306722333366
3292,0.19163214325586012,-0.1499070686896947
3293,0.1505299005587725,-0.10784205729422887
3294,0.1694721330309458,-0.12371850204860886
3295,-0.44891872443712055,0.3847103154757604
3296,0.13314934860919328,-0.0891539108205648
3297,-0.3628110918798481,0.3212457963468339
3298,-0.6697204953983664,0.5622833324696835
3299,0.39229738101420436,-0.33428602246017197
3300,-0.345702215314887,0.30612678489662587
3302,-0.3718310380199018,0.3354830653415131
3303,-0.11605108883200307,0.12803312328995503
3307,0.1640122440090767,-0.12863312258193038
3308,0.20937728869485328,-0.16937799892670322
