ID,BS1,BS2,BS3,BS4
1001,-0.1772703990647984,-0.9231790329510078,0.5933191969294217,0.9902168780071314
1004,0.11525672561734483,-1.309503581832744,-1.4759055209080836,1.5148561725106344
1005,-0.6025786053198061,-0.8449022083223636,0.068854965189123,1.6408223563060658
1008,1.1852422828794023,-1.723108243210787,-0.6295056632262106,0.40516539305694843
1011,-0.4674841382740522,-1.9579270028606612,1.1212282130426303,1.6216968133870895
1026,2.0377217668769374,-0.9491853530318313,-1.4435365271250338,-0.2391663354685445
1035,-0.6814348454680431,-0.2452563372384662,0.8476800275811466,0.8481626423658661
1037,-1.024727115650949,0.2901195728563978,-1.0812306486331125,1.1533695769707242
1040,-0.44748529227323947,-1.1041776487735309,1.4697813033763356,1.1599445580803747
1042,-0.6497729695776355,-0.5901868656429261,-0.5954768897941012,0.986687624088241
1056,-0.37215318372193523,-0.31227333780608635,-0.09938959976784628,0.6869238694457894
1057,-0.5566997209870118,-0.5475731969861036,0.37012721783885233,1.192557321775173
1060,-0.00640052528634164,-0.3383650412398652,-0.009130102916124929,0.5502957978794357
1063,2.2276149664676783,-2.2831663326974954,-1.0022639687007981,0.6084630226978138
1065,0.3537589696995431,1.6424486335404413,1.4546480700996416,-1.8127041876426366
1066,0.667091382150234,-2.114037666092697,-0.15818002452061614,1.0668419366479478
1067,-0.2863332707886903,-0.40975817293293887,0.5900556897955638,0.6413439247249468
1068,-1.541797330083646,-1.1360945212913112,1.8336700297576116,1.722377362967871
1072,-0.30767259760688154,-2.1490782311545265,1.651642917244428,1.2084676282099442
1074,-2.7867030788625677,-0.41758559600156614,2.2486428638328464,1.2887759374014036
1078,-0.17424088978183888,0.36611182658381464,-1.7560191830016056,0.6138205592406866
1079,-1.6197691140334902,-0.1672401772451171,-0.5213456501402238,1.8633889633084812
1081,0.40677072396276276,1.5734762008354326,1.5805918806909682,-1.874299177163324
1083,0.3257101476216418,1.6300801025845149,1.347520963896148,-1.7727798626047386
1084,0.7905122702866759,0.8847987653968329,0.559926112308807,-1.6915709625480242
1087,0.7916685831038823,0.8992787389465264,0.26130519723334783,-1.667342499435969
1088,0.7547175591172677,0.8641656037903338,0.46542258202375714,-1.6099102388485187
1089,1.554355820767712,1.3518778312459452,0.5367107887666847,-2.804450005949108
1093,0.636464430166669,0.7635745513395672,0.3567261114097677,-1.3581876271091617
1096,0.7409680640185041,0.6002704252714383,-0.018424796897549067,-1.3851365836419631
1097,0.7423603258682054,0.6420436668344853,0.12357501085802933,-1.3527875096463318
1098,0.8473775423777559,0.6340758680125284,0.2691022810101009,-1.5466165658864552
2001,0.4262766766005738,-0.9547354091198964,-0.24262700195889383,0.4374418261737943
2005,0.22772873235560095,-0.8889750833477739,1.3431842070026345,-0.15189770229148075
2008,0.9804973662780991,-0.0025913911709651363,0.5960724548213086,-1.0488094702059485
2009,0.4326870306504583,-0.777812824800723,0.3502713586616319,-0.039784942980175944
2011,1.824689795385605,-2.0872487709105423,0.05002797352665575,-0.2406144661264714
2013,1.1763681884640016,-1.6052165701521377,0.6363407141410684,-0.1042072566852775
2016,0.4445542529621057,-0.751380220344486,-1.2167610362886132,0.702741498561595
2018,-0.8040688570242022,-0.6679541439881436,0.5772889222898129,0.8034613867440685
2019,-0.5295928358715555,-0.6136768444582812,-0.4159502649361184,1.1047437501553339
2020,0.5356912643722935,-0.9952190316161139,1.9587602548644938,-0.6106198067153241
2025,0.6128697420635664,-0.0764709685242173,-0.36955850126046164,-0.3557066443344012
2028,-1.1257732804641805,-1.126744254350374,0.8731190056073015,1.3565325150419638
2034,-0.7013590455970794,-0.5500777803584133,1.2684294411950567,0.5459860389536513
2035,-0.11321814960022815,-1.1826814411334772,2.5455673376752195,-0.2166964435552288
2051,0.7712355012179305,-0.18877422472901767,1.2535320265288543,-1.064123411258586
2053,2.0261600441171588,-0.5332145415738075,-1.5038490249153391,-0.9014064250222421
2054,-0.4704658658954331,-0.9651095135179747,-0.04056269802050849,1.2092477322237338
2056,-0.91781506341682,-0.7462931092344326,0.42363797474089887,1.1686625824681294
2057,0.5755845036124315,-0.43125139459581646,1.7205933737570114,-1.1208249529383223
2068,-0.12360398634317404,-0.6212969544375981,0.02591915072179853,0.8092975276604591
2082,0.6101112240140073,-0.36983807324475715,-0.34266523991877906,-0.22495104017345588
2083,-0.6729341602176986,-1.2480189173097036,-0.2260444599487322,1.6801030576793237
2084,1.4844626905748848,-0.6642814951365924,0.9160961644750125,-1.2914914638987522
2092,1.160986167166304,0.26645101333673943,-1.0152243283040625,-0.7469745771939976
2095,0.7679489118202977,-0.19246753858061846,-0.33456579870269176,-0.5509559136718831
2096,2.4921940050257247,-1.252840287962617,-1.097349496592492,-0.7736644847069627
2098,-0.889406484705776,-1.6267792926774154,3.0453156174636633,0.5689379758476728
2099,1.2158270977476553,0.31083680150724974,0.19094062854641144,-1.3818208589160963
3001,-0.3561141792709902,1.1643540057056314,-0.14326215732483102,-0.1727616241831717
3016,-1.047961592953595,1.5407283111250225,-1.2361348674281036,-0.021719250602432304
3021,-1.5764166006566362,1.6331586322812996,-0.35663116253752997,0.1168660689028027
3025,-1.023383113956093,1.253674357088282,0.5452937466416896,-0.12589725245428365
3026,-1.027340324594435,1.0646307989535715,-0.5019079566670449,0.31376696065599485
3028,-0.9387151524779864,1.2623495574255206,0.7757612659224822,-0.7068509903515006
3034,-1.4102070225407106,1.0661620398468405,-0.19892837091325336,0.8639335456360574
3039,-1.2468721870846295,0.6423212154266494,0.5302390296064036,0.48304132463975497
3040,-0.9003644975119698,0.9707012521703119,-0.15670049386525609,0.1958786084910912
3041,-1.2495991171728233,1.4140705195593994,-0.30913329241310694,-0.05152640538170532
3042,-0.6343996825833226,0.6557160613533792,-0.7622655323973685,0.2340021459809331
3045,-0.6777487376091919,0.40226297315647325,-0.36646532704805473,0.5691068913477038
3052,-1.3374866845746103,1.0829245547249415,-0.1559884655727242,0.3531278736308281
4009,0.13234237660687367,0.8129496357891202,-0.20244627716885322,-0.6513703498930332
4010,0.5191527539318186,0.8888718573297477,-0.14852853318614428,-1.0773645144825452
4015,0.30737378135703375,1.242880456967627,-1.446496672166016,-0.8621775904058545
4020,1.3239987386653278,0.05134007182140413,-1.6693133393383528,-0.5017849988283469
4031,1.264355394106155,-0.00790583198593416,-1.09456654021782,-0.6714853442933998
4034,0.6541294182501728,0.28906450347497387,-0.7088305758141742,-0.6204447218503367
4044,1.3367251966004208,0.30760101454613603,-0.8339811034040192,-1.0722076197002977
4045,0.9978256843024114,0.14371901504498905,-0.7083987886480069,-0.7128585099768607
4047,0.738816535197784,0.5084091564539719,-0.9855041048061143,-0.5208436691805891
5001,0.805626784491213,0.2693097922363246,-0.6027905985560849,-0.9440724453758075
5004,-1.2693465339089978,1.3812125785549663,-0.16198764649328712,0.09644915863243439
5009,0.296226105922055,0.6483107010236041,-0.1834549234083618,-0.7116930385944458
5011,-0.7922048787996318,1.330412350756629,-0.6488205406672839,-0.13247949412929416
5013,-0.11867828629682511,0.6075469611832062,-0.47574902232209876,-0.26082751056335013
5014,-1.1762609979335714,0.07849916812327382,-0.8831560404489719,1.2262533272467522
5016,-0.9572310591938145,0.25128445566495305,-1.144351326832585,0.9611473154874446
5020,-1.3747067031389413,1.0305564028790144,0.03658791296176514,0.4085670613054257
5021,-0.48704939971379335,0.5904601809256359,0.35492296109294674,-0.21655702858636972
5022,-0.3317213468192553,0.975931873670647,-1.2303854164178343,0.00772428497396805
5025,-0.4442788825794505,1.2275919165117206,-2.010886677118981,-0.009116764847912148
5028,-0.20892343195554947,0.5075561645312793,-1.244937516872705,0.3921799093528781
5032,-0.18957198130431197,0.13662184309057104,-0.9905944459919449,0.43453993825217035
5040,-1.4926943242939703,0.4986604750944898,-0.6102688026044246,1.1756218951823842
