ID,Plasma1,Plasma2
3200,-0.39382639028850275,-0.44837072467150535
3202,0.08999135031233826,0.5232349038060887
3204,-0.49592314098808954,-0.07162558532119494
3206,-0.09503023544277582,0.299011536139947
3209,-0.17113849661081493,-0.2567197647686448
3210,-0.4853158714079021,-0.5125319735905921
3211,-0.4895898681793146,-0.5248245521605399
3212,-0.40544229378545926,-0.5103527669131331
3214,-0.3458700531555417,-0.3705287697046153
3216,3.557558082737852,0.28348644179896443
3217,-0.5407078850464682,0.0016151748873253545
3220,0.48681693442092916,0.20508886889410313
3221,-0.47722129441795436,-0.5822976161379849
3224,3.0911301916837894,0.2426518946044732
3225,0.02149017627617249,0.11969588662990518
3226,-0.4888577251476496,-0.6289586074022848
3227,-0.16660843698420685,-0.36114857404737644
3228,-0.4708648899250775,-0.5849129866983049
3229,0.35830342692904044,5.020413589258179
3231,-0.25386700124671385,-0.27261858935460276
3232,-0.4667892185209882,-0.6413778963055774
3234,-0.06796928509234387,0.45339322250721953
3235,-0.5443071977292985,-0.61955753722177
3236,-0.21351760639117875,0.31408427488756147
3238,-0.45114494246995185,-0.516922014340185
3240,4.271967646763737,0.33856470893514135
3241,-0.20749376529696384,-0.46262333985027376
3243,-0.17082488904532436,-0.4997667059332084
3244,0.11846078741255266,-0.33354902839478023
3248,1.6913293213005092,-0.24524193252360135
3251,6.589519821784853,1.748418721134974
3252,-0.5133228772719566,-0.5955869607178836
3253,-0.3819290988171719,0.18511729485296613
3254,-0.39109855822601064,0.4429463034822658
3257,-0.5365218977072814,-0.6463163658062617
3258,-0.24892902871166978,-0.15385295153470577
3260,1.1609638011891128,3.1402800836142615
3261,-0.2528573295593191,-0.24068895230723597
3262,-0.4215011696942198,-0.49801880034979085
3265,-0.4746252139781926,-0.5620801548476672
3266,-0.5123275577032541,0.1603527789185851
3269,-0.12662654433203632,-0.1875108065162127
3271,-0.39323138338538366,-0.5288847174086981
3272,-0.5390435130502786,-0.668910391829202
3273,-0.46437903139407427,-0.4313575350067522
3275,-0.1565273518917661,-0.4051939304012774
3276,0.7824997994678057,2.429553854662617
3277,-0.21409784327444592,0.10536183525651777
3278,-0.46452712014726155,-0.5231265062841148
3279,-0.481798986244835,-0.5553353696356481
3280,-0.38406700839178104,-0.5387889720698524
3282,-0.44340662048205454,-0.5272788358048729
3284,-0.4474569038197844,-0.4578084100777194
3285,0.3333882420975937,-0.6998024941448453
3286,-0.45504085802978167,-0.5101858327245902
3287,-0.37929370952216485,0.21132360379665513
3290,-0.06307644997029001,-0.07911241224217727
3292,-0.02476233084035612,-0.23088486224018395
3293,-0.48910768162185303,-0.5670637742748273
3294,-0.5404266481910881,-0.6425433973101482
3295,-0.27810772030653097,0.246478887053251
3296,-0.5104667777547609,-0.5721564434187129
3297,-0.4032290306983481,0.03894974591412358
3298,-0.3187429910151522,0.4221623924748127
3299,-0.25773921618995876,-0.6052848917260389
3300,-0.09952586703327866,0.2906168056504162
3302,-0.46596985391219314,0.004454771779950689
