EGF,2
FGF-2,4
G-CSF,4
GM-CSF,4
IFNg,4
IL-10,3
IL-12p70,4
sCD-40L,2
IL-1ra,4
IL-1b,4
IL-2,4
IL-4,4
IL-5,4
IL-6,4
IL-8,4
IP-10,5
MCP-1,3
MIP-1a,4
MIP-1b,1
TNFa,2
VEGFa,1
