ID,Plasma1,Plasma2,Plasma3,Plasma4,Plasma5
1001,1.429631327838874,0.9296103168046098,0.009720291459009017,-0.2900918978525929,0.6062345811111276
1004,2.2215806459320584,1.9506597137433141,1.4242094592433285,-0.3500620974380677,0.5258051919826202
1005,1.0032385701318536,1.2045871276861033,0.39956807668686745,-1.9304601506170178,0.18973238568507195
1008,1.8274617020748205,2.1445651964828087,0.6565583019730044,0.012461657120148028,1.552421417419785
1011,0.8301305247734098,1.2151151654085783,0.36227627517894206,-0.612271437222636,-0.42476720412287844
1026,0.6517989298620844,1.0577909573028705,0.17597257143792241,0.08302563981823871,1.241035831480015
1035,0.10528294565351319,1.2439908660558898,0.08849550377076659,-1.9304601506170178,0.42756502329169555
1037,1.395416754865142,0.8219438173092443,4.482569269144188,-1.9304601506170178,1.3861522176450307
1040,0.9885997275531795,1.2779211640705967,0.9428234445473916,-1.9304601506170178,0.7007778340113285
1042,2.518084803752942,1.6403336166558413,1.5343836587582727,0.28091516849807147,1.101013086783316
1056,0.8034561596838983,0.7783356785508336,0.9485929781295992,-0.9792029722319165,0.5090446755419088
1057,0.592499586293432,1.4178017196923254,0.5736440118767228,-1.9304601506170178,0.22662652634313032
1060,0.376738619693241,1.0212300970212362,0.3413559818705168,0.27023495193390057,0.44937608674830243
1063,0.898248269411006,1.138683014183385,0.9370043864662009,-0.2456007105600202,0.8562866879494107
1065,-2.122286578275714,0.08551283197389073,0.0002452572910188107,-0.36540980117840094,1.077799120822375
1066,1.581188451011177,1.2876956863369122,0.04765244159411015,1.460577496869496,0.12605610461912087
1067,0.5091157118032694,0.9038675039482399,-0.2567126094745177,-1.0542251198244703,-0.12411402591594362
1068,0.6357665303426336,0.7621420940615405,0.8294378237278293,-1.0542251198244703,-0.9248558516376213
1072,0.566616701504652,0.4777968493167771,0.7338274258648791,1.9292857332486653,-0.9661719860120169
1074,1.0892483653621876,1.1471047973685728,0.39620243702520574,-1.0542251198244703,-0.30028956924455646
1078,-4.375544417746627,-1.2073626492346214,-1.9972351096538732,-1.0542251198244703,-2.7719321801891392
1079,0.6269175626370476,0.4598446657975211,-0.2343084107317249,-0.21432475423907352,-1.1311661600305398
1081,-2.1442709594981375,0.1357588564264695,0.0002452572910188107,-0.211901352440342,1.0947967483730399
1083,-2.169295144941482,0.054489898870221404,0.25854770451721437,-0.26877198576607125,1.0112932705272049
